"COMPANY_NAME","DISCHARGE_SITE_NAME","DISCHARGE_SITE_TYPE_CODE","DSI_TYPE_DESCRIPTION","ADD_OF_DISCHARGE_SITE_LINE_1","ADD_OF_DISCHARGE_SITE_LINE_2","ADD_OF_DISCHARGE_SITE_LINE_3","ADD_OF_DISCHARGE_SITE_LINE_4","ADD_OF_DISCHARGE_SITE_PCODE","DISTRICT_COUNCIL","DISCHARGE_NGR","CATC_NAME","CATCHMENT_CODE","EA_REGION","SOURCE","PERMIT_NUMBER","PERMIT_VERSION","RECEIVING_WATER","RECEIVING_ENVIRON_TYPE_CODE","REC_ENV_CODE_DESCRIPTION","ISSUED_DATE","EFFECTIVE_DATE","REVOCATION_DATE","STATUS_OF_PERMIT","STATUS_DESCRIPTION","OUTLET_NUMBER","OUTLET_TYPE_CODE","OUTLET_TYPE_DESCRIPTION","OUTLET_GRID_REF","EFFLUENT_NUMBER","EFFLUENT_TYPE","EFF_TYPE_DESCRIPTION","EFFLUENT_GRID_REF","geometry"
"PARRY, D J H","BROOMHILL FARM(DORCHESTER)","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","RAMPISHAM","DORCHESTER","DORSET","","","DORSET UA","ST5645002150","FROME ABOVE RIVER HOOKE","44/51-","SW","EA South West Region","050792","1","","","","","04/14/55 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","U","Sewage - not water company","ST5644002620","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","ST5644002620","POINT (356450 102150)"
"WESTBURY HOMES","THE ORCHIDS","A0","Domestic property (single) (incl farm house)","DEVELOPMENT OFF ELDER RD","BERE REGIS","DORSET","","","DORSET UA","SY8400095000","BERE STREAM","44/44-","SW","EA South West Region","040917","1","BERE STREAM","3.0","Into land / infiltration system","","07/01/89 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","5","T","Trade","SY8438094780","1","DE","MISCELLANEOUS DISCHARGES - SURFACE WATER","SY8438094780","POINT (384000 95000)"
"WESSEX WATER SERVICES LIMITED","BRIANTSPUDDLE SEWAGE","A4","Pumping Station on Sewerage Network (water company)","PUMPING STATION","BRIANTSPUDDLE","DORSET","","","DORSET UA","SY8207093220","PIDDLE-DV'LS BK-BERE STRM","44/43-","SW","EA South West Region","041177","1","DITCH","15.0","Into land then to watercourse","","10/31/89 00:00:00","10/21/04 00:00:00","F1","1961 R(PP)A APPLICATION REFUSED","1","T","Trade","SY8210093200","1","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY8210093200","POINT (382070 93220)"
"WESSEX WATER SERVICES LIMITED","MAIDEN NEWTON WATER RECYCLING CENTR","A2","WwTW/Sewage Treatment Works (water company)","MAIDEN NEWTON","DORCHESTER","","DORSET","DT2 0AY","DORSET UA","SY6045497257","FROME,HOOKE-SYDLING WATER","44/53-","SW","EA South West Region","041353","1","DORSET FROME (S)","1.0","Freshwater river","11/16/89 00:00:00","11/16/89 00:00:00","03/29/06 00:00:00","S1","BY DIRECT. OF SEC OF STATE, (WATER ACT 1989 SCHED 26 & 25(4)(5))","2","S","Sewage - water company","SY6028097160","1","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY6045097250","POINT (360454 97257)"
"BULBURY WOODS GOLF CLUB","BULBURY WOODS GOLF CLUB","56","Food+Beverage Services/Cafe/Restaurant/Pub","HALLS ROAD","SLEPE","LYTCHETT MATRAVERS","POOLE    DORSET","BH16 6EP","DORSET UA","SY9285093680","HOLES BAY","44/95-","SW","EA South West Region","041357","1","TRIBUTARY OF SHERFORD RIVER","1.0","Freshwater river","","07/01/89 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","T","Trade","SY9271093690","1","DE","MISCELLANEOUS DISCHARGES - SURFACE WATER","SY9271093690","POINT (392850 93680)"
"ANCALA WATER SERVICES (ESTATES) LTD","ABRO SITE","84","Prisons/MOD Sites/Public Admin+Defence+Comp Social Sec","RAC BOVINGTON","WAREHAM","DORSET",".","BH20 6JA","DORSET UA","SY8290088250","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","400070/TS/01","1","HIGHER LONG BOTTOM","1.0","Freshwater river","03/26/97 00:00:00","03/26/97 00:00:00","04/01/24 00:00:00","E8","SURRENDERED UNDER EPR 2010","1","U","Sewage - not water company","SY8330089480","1","TC","TRADE DISCHARGES - SITE DRAINAGE","SY8330089480","POINT (382900 88250)"
"WATKINS & SONS, J F","VICARAGE FARM","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","EAST CHALDON","DORCHESTER","DORSET","","","DORSET UA","SY7910083250","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","050270","1","","","","","07/02/63 00:00:00","07/02/97 00:00:00","K6","CONSENT REVOKED - DISCHARGE CEASED (WRA  91, SCHED 10 & 6)","1","T","Trade","SY7910083250","1","AA","AGRICULTURE - ARABLE FARMING","SY7910083250","POINT (379100 83250)"
"WESSEX WATER SERVICES LIMITED","STATION ROAD CSO","A3","Storm Tank/CSO on Sewerage Network (water company)","STATION ROAD","WOOL","WAREHAM","DORSET","BH20 6BL","DORSET UA","SY8444086890","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","401165","1","TRIB OF RIVER FROME(S)","1.0","Freshwater river","01/28/02 00:00:00","03/31/02 00:00:00","03/04/18 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY8440086990","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY8440086990","POINT (384440 86890)"
"MR J H W HURD AND MRS A M HURD","LOWER MAGISTON WATERCRESS FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","SYDLING ST NICHOLAS","DORCHESTER","","DORSET","DT2 9NR","DORSET UA","SY6348096120","SYDLING WATER","44/54-","SW","EA South West Region","401223","1","SYDLING WATER","1.0","Freshwater river","01/21/02 00:00:00","01/21/02 00:00:00","09/14/11 00:00:00","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","1","A","Agriculture","SY6355096030","2","AD","AGRICULTURE - WATER CRESS FARMING","SY6353096080","POINT (363480 96120)"
"WESSEX WATER SERVICES LIMITED","LYTCHETT MINSTER TRIAL AQUIFER","36","WTW/Water Collection/Treatment/Supply","STORAGE & RECOVERY SITE","LYTCHETT MINSTER","POOLE","DORSET",".","DORSET UA","SY9621092820","POOLE - WEYMOUTH COAST","44/03-","SW","EA South West Region","400471","1","GROUNDWATER/TRIB SHERFORD RIVR","1.0","Freshwater river","07/20/98 00:00:00","07/20/98 00:00:00","09/04/01 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY9621092820","1","TZ","TRADE DISCHARGES - UNSPECIFIED","SY9621092820","POINT (396210 92820)"
"DORSET COUNTY COUNCIL - DIRECTORATE OF","CAREY OUTDOOR EDUCATION CENTRE","85","Education/Nursery/School/College/Uni/Training Venue","CAREY APPROACH","CAREY","WAREHAM","DORSET","BH20 7PB","DORSET UA","SY9004088660","PIDDLE-BERE STM TO WAREHM","44/45-","SW","EA South West Region","400722","1","SOAKAWAY","3.0","Into land / infiltration system","07/14/99 00:00:00","06/03/99 00:00:00","08/18/99 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","U","Sewage - not water company","SY8987088660","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8987088660","POINT (390040 88660)"
"WESSEX WATER SERVICES LIMITED","HARMANS CROSS STW","A2","WwTW/Sewage Treatment Works (water company)","-","","","DORSET","BH50 5JE","DORSET UA","SY9750080700","POOLE HARBR/CORFE/SHERFD","44/90-","SW","EA South West Region","040111","2","UNNAMED TRIB CORFE RIVER (S)","1.0","Freshwater river","06/17/85 00:00:00","03/30/06 00:00:00","03/31/09 00:00:00","N2","NEW CONSENT BY APPLICATION, GRANTED BY SEC.OF STATE","1","S","Sewage - water company","SY9747080790","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY9747080770","POINT (397500 80700)"
"WESSEX WATER SERVICES LIMITED","AFFPUDDLE PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","AFFPUDDLE",".","DORCHESTER","DORSET","DT2 7HH","DORSET UA","SY8061093669","PIDDLE-DV'LS BK-BERE STRM","44/43-","SW","EA South West Region","401424","1","RIVER PIDDLE","1.0","Freshwater river","10/29/07 00:00:00","10/29/07 00:00:00","11/24/20 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY8062093720","1","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY8062093720","POINT (380610 93669)"
"WESSEX WATER SERVICES LIMITED","DORCHESTER (LOUDS MILL) STW","A2","WwTW/Sewage Treatment Works (water company)","SEWAGE TREATMENT WORKS","ST GEORGES ROAD","DORCHESTER","DORSET","DT1 1PE","DORSET UA","SY7090090230","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","401050","2","RIVER FROME(S)","1.0","Freshwater river","01/09/02 00:00:00","12/31/05 00:00:00","03/31/09 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY7097090360","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY7093090240","POINT (370900 90230)"
"WESSEX WATER SERVICES LIMITED","TOLLER PORCORUM WRC","A2","WwTW/Sewage Treatment Works (water company)","TOLLER LANE","TOLLER PORCORUM","DORCHESTER","DORSET","DT2 0DH","DORSET UA","SY5662398014","RIVER HOOKE/WYNFORD STRM","44/52-","SW","EA South West Region","400607","3","RIVER HOOKE(S)","1.0","Freshwater river","10/14/08 00:00:00","04/01/09 00:00:00","03/29/10 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY5665097960","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY5662098020","POINT (356623 98014)"
"WESSEX WATER SERVICES LIMITED","TOLLER PORCORUM WRC","A2","WwTW/Sewage Treatment Works (water company)","TOLLER LANE","TOLLER PORCORUM","DORCHESTER","DORSET","DT2 0DH","DORSET UA","SY5662398014","RIVER HOOKE/WYNFORD STRM","44/52-","SW","EA South West Region","400607","4","RIVER HOOKE(S)","1.0","Freshwater river","03/30/10 00:00:00","03/30/10 00:00:00","03/30/10 00:00:00","E0","MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY5665097960","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY5662098020","POINT (356623 98014)"
"MILTON ABBEY SCHOOL SERVICES LIMITED","MILTON ABBEY SCHOOL","85","Education/Nursery/School/College/Uni/Training Venue","MILTON ABBAS","BLANDFORD FORUM","DORSET","","DT11 0BZ","DORSET UA","ST7993002580","BERE STREAM","44/44-","SW","EA South West Region","040712","2","SOAKAWAY","3.0","Into land / infiltration system","03/21/13 00:00:00","03/21/13 00:00:00","03/31/14 00:00:00","E7","VARIED UNDER EPR 2010","1","D","Miscellaneous","ST7993102517","1","DB","MISCELLANEOUS DISCHARGES - SWIMMING POOL WATER","ST7993102517","POINT (379930 102580)"
"ANCALA WATER SERVICES (ESTATES) LTD","DOG KENNELS AT STANLEY BARRACKS","84","Prisons/MOD Sites/Public Admin+Defence+Comp Social Sec","BOVINGTON GARRISON","BOVINGTON","WAREHAM","DORSET","BH20 6JA","DORSET UA","SY8281888369","","","SW","EA South West Region","043054","2","GROUNDWATER VIA INFILT SYSTEM","3.0","Into land / infiltration system","11/01/17 00:00:00","11/01/17 00:00:00","12/30/25 00:00:00","E8","SURRENDERED UNDER EPR 2010","1","T","Trade","SY8243088400","1","TF","TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY","SY8243088400","POINT (382818 88369)"
"WESSEX WATER SERVICES LIMITED","BLACKHEATH WWTW","A2","WwTW/Sewage Treatment Works (water company)","BLOXWORTH","WAREHAM","","DORSET","BH20 7EJ","DORSET UA","SY8995093350","HOLES BAY","44/95-","SW","EA South West Region","042451","5","SHERFORD RIVER","1.0","Freshwater river","09/20/18 00:00:00","09/20/18 00:00:00","01/05/22 00:00:00","E7","VARIED UNDER EPR 2010","4","S","Sewage - water company","SY9093392599","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY8977093260","POINT (389950 93350)"
"WESSEX WATER SERVICES LIMITED","MAIDEN NEWTON WATER RECYCLING CENTR","A2","WwTW/Sewage Treatment Works (water company)","MAIDEN NEWTON","DORCHESTER","","DORSET","DT2 0AY","DORSET UA","SY6045497257","FROME,HOOKE-SYDLING WATER","44/53-","SW","EA South West Region","041353","5","RIVER FROME","1.0","Freshwater river","11/26/19 00:00:00","11/26/19 00:00:00","03/30/20 00:00:00","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY6025397176","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY6045297268","POINT (360454 97257)"
"WESSEX WATER SERVICES LIMITED","MAIDEN NEWTON WATER RECYCLING CENTR","A2","WwTW/Sewage Treatment Works (water company)","MAIDEN NEWTON","DORCHESTER","","DORSET","DT2 0AY","DORSET UA","SY6045497257","FROME,HOOKE-SYDLING WATER","44/53-","SW","EA South West Region","041353","5","RIVER FROME","1.0","Freshwater river","11/26/19 00:00:00","11/26/19 00:00:00","03/30/20 00:00:00","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY6025397176","2","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY6045297268","POINT (360454 97257)"
"WESSEX WATER SERVICES LIMITED","BLACKHEATH WWTW","A2","WwTW/Sewage Treatment Works (water company)","BLOXWORTH","WAREHAM","","DORSET","BH20 7EJ","DORSET UA","SY8995093350","HOLES BAY","44/95-","SW","EA South West Region","042451","6","SHERFORD RIVER","1.0","Freshwater river","01/06/22 00:00:00","01/06/22 00:00:00","03/30/22 00:00:00","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY9094392658","2","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY8977493251","POINT (389950 93350)"
"CANAVEN, MR R W","WYNARDS FARM","A0","Domestic property (single) (incl farm house)","WINFRITH NEWBURGH","DORCHESTER","DORSET","","DT2 8DQ","DORSET UA","SY8017084440","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","041650","1","SOAKAWAY","3.0","Into land / infiltration system","","07/06/90 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","U","Sewage - not water company","SY8012084580","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8012084580","POINT (380170 84440)"
"RICHARD MURPHY LTD","SITE ADJ. COBWEBS","A0","Domestic property (single) (incl farm house)","EWELEAZE","GODMANSTONE","DORCHESTER","DORSET","DT2 7AQ","DORSET UA","SY6683097481","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","041961","1","RIVER CERNE","1.0","Freshwater river","","09/26/91 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","U","Sewage - not water company","SY6683097480","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY6682097480","POINT (366830 97481)"
"WESSEX WATER SERVICES LIMITED","MILBORNE ST ANDREW PS","A4","Pumping Station on Sewerage Network (water company)","SNAG LANE","MILBORNE ST ANDREW","","DORSET","DT11 0JS","DORSET UA","SY8033496990","BERE STREAM","44/44-","SW","EA South West Region","042113","1","BERE STREAM","1.0","Freshwater river","","05/12/92 00:00:00","03/30/18 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","S","Sewage - water company","SY8017096980","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY8017096980","POINT (380334 96990)"
"WESSEX WATER SERVICES LIMITED","MILBORNE ST. ANDREW STW","A2","WwTW/Sewage Treatment Works (water company)","SNAG LANE","-","MILBORNE ST.ANDREW","DORSET","DT11 0JS","DORSET UA","SY8038096680","BERE STREAM","44/44-","SW","EA South West Region","042116","1","BERE STREAM(S)","1.0","Freshwater river","06/24/92 00:00:00","06/24/92 00:00:00","03/29/06 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","S","Sewage - water company","SY8025096490","2","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY8036096710","POINT (380380 96680)"
"J & C CASE","BUNGALOW","A0","Domestic property (single) (incl farm house)","(IN GROUNDS OF DEER LEAP HOUSE)","MORETON","DORCHESTER","DORSET","DT2 8BE","DORSET UA","SY7770088830","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","040205","1","DISCHARGE TO SOAKAWAY","3.0","Into land / infiltration system","","01/09/86 00:00:00","05/29/91 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","U","Sewage - not water company","SY7770088830","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7770088830","POINT (377700 88830)"
"MR R TAIT AND MRS S A DOMINEY","16 COLOGNE ROAD","A0","Domestic property (single) (incl farm house)","16 COLOGNE ROAD","BOVINGTON","WAREHAM","DORSET","BH20 6NR","DORSET UA","SY8425088100","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","042867","1","SOAKAWAY","3.0","Into land / infiltration system","11/11/94 00:00:00","11/11/94 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","U","Sewage - not water company","SY8427088100","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8427088100","POINT (384250 88100)"
"MR J DENNER","PROPERTY ADJ. RECTORY","A0","Domestic property (single) (incl farm house)","FROME VAUCHURCH","MAIDEN NEWTON","DORCHESTER","DORSET","","DORSET UA","SY5982097260","FROME,HOOKE-SYDLING WATER","44/53-","SW","EA South West Region","040351","1","SOAKAWAY","3.0","Into land / infiltration system","","09/02/86 00:00:00","02/05/97 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","U","Sewage - not water company","SY5982097260","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY5982097260","POINT (359820 97260)"
"ANCALA WATER SERVICES (ESTATES) LTD","DOG KENNELS AT STANLEY BARRACKS","84","Prisons/MOD Sites/Public Admin+Defence+Comp Social Sec","BOVINGTON GARRISON","BOVINGTON","WAREHAM","DORSET","BH20 6JA","DORSET UA","SY8281888369","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","043054","1","INTO LAND (GROUNDWATER)","3.0","Into land / infiltration system","06/29/95 00:00:00","06/26/95 00:00:00","10/31/17 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","T","Trade","SY8243088400","1","TF","TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY","SY8243088400","POINT (382818 88369)"
"WESSEX WATER SERVICES LIMITED","TOLLER PORCORUM WRC","A2","WwTW/Sewage Treatment Works (water company)","TOLLER LANE","TOLLER PORCORUM","DORCHESTER","DORSET","DT2 0DH","DORSET UA","SY5662398014","RIVER HOOKE/WYNFORD STRM","44/52-","SW","EA South West Region","040096","1","","","","","08/20/85 00:00:00","05/15/00 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY5670097960","2","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY5662098020","POINT (356623 98014)"
"JACKSONS T/A MERCEDES BENZ OF DORCHESTER","CAFFYNS SITE","45","Sale of Motor Vehicles/Maintenance + Repair","MILLERS CLOSE","DORCHESTER","DORSET","DT1 1SS","DT1 1SS","DORSET UA","SY6881091100","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","040407","1","RIVER FROME","1.0","Freshwater river","","04/01/87 00:00:00","09/07/04 00:00:00","K6","CONSENT REVOKED - DISCHARGE CEASED (WRA  91, SCHED 10 & 6)","3","T","Trade","SY6877091140","1","DE","MISCELLANEOUS DISCHARGES - SURFACE WATER","SY6877091140","POINT (368810 91100)"
"MR AND MRS P POLE-CAREW","HIGHER WATERSTON FARM","A0","Domestic property (single) (incl farm house)","HIGHER WATERSTON","DORCHESTER","DORSET","","DT2 7SW","DORSET UA","SY7247095500","PIDDLE TO DEVILS BROOK","44/41-","SW","EA South West Region","040593","1","SOAKAWAY","3.0","Into land / infiltration system","","02/01/88 00:00:00","09/24/09 00:00:00","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","1","U","Sewage - not water company","SY7257095560","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7257095560","POINT (372470 95500)"
"WESSEX WATER SERVICES LIMITED","BROADMAYNE WWTW","A2","WwTW/Sewage Treatment Works (water company)","WATERGATES LANE","BROADMAYNE","DORCHESTER","DORSET","DT2 8HA","DORSET UA","SY7338786831","TADNOLL BROOK/EMPOOL STRM","44/58-","SW","EA South West Region","040725","1","TADNOLL BROOK","1.0","Freshwater river","","04/25/89 00:00:00","03/29/06 00:00:00","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","1","S","Sewage - water company","SY7345086710","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY7345086710","POINT (373387 86831)"
"WESSEX WATER SERVICES LIMITED","BROADMAYNE WWTW","A2","WwTW/Sewage Treatment Works (water company)","WATERGATES LANE","BROADMAYNE","DORCHESTER","DORSET","DT2 8HA","DORSET UA","SY7338786831","TADNOLL BROOK/EMPOOL STRM","44/58-","SW","EA South West Region","040725","1","TADNOLL BROOK","1.0","Freshwater river","","04/25/89 00:00:00","03/29/06 00:00:00","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","2","S","Sewage - water company","SY7341086760","1","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY7339086800","POINT (373387 86831)"
"MR I ROBERTS","SITE ADJACENT TO THE BUNGALOW","A0","Domestic property (single) (incl farm house)","CHESELBOURNE","DORCHESTER","","DORSET","DT2 7NN","DORSET UA","SY7648099460","DEVILS BROOK/CHESILBN STM","44/42-","SW","EA South West Region","040796","1","SOAKAWAY","3.0","Into land / infiltration system","07/26/88 00:00:00","08/01/88 00:00:00","12/16/12 00:00:00","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","1","U","Sewage - not water company","SY7649099460","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7649099460","POINT (376480 99460)"
"STOPFORD-ADAMS, P M G","STEPPES FARM","A0","Domestic property (single) (incl farm house)","FRAMPTON","DORCHESTER","DORSET",".","DT2 9NJ","DORSET UA","SY6232194000","FROME,HOOKE-SYDLING WATER","44/53-","SW","EA South West Region","040910","1","SOAKAWAY","3.0","Into land / infiltration system","","11/17/88 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","U","Sewage - not water company","SY6232094000","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY6233094000","POINT (362321 94000)"
"WESSEX WATER SERVICES LIMITED","EAST CHALDON PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","CHALDON HERRING","DORCHESTER",".","DORSET","DT2 8DN","DORSET UA","SY7948683464","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","041179","1","SSO/EMG STREAM RIVER FROME","1.0","Freshwater river","","10/31/89 00:00:00","10/28/07 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY7950083500","1","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY7950083500","POINT (379486 83464)"
